# source=https://pfseform.financnasprava.sk/Formulare/eFormVzor/DP/form.621.prijimatelia_2026.html
# source_last_modified=Wed, 17 Jun 2026 06:44:32 GMT
# generated_at=2026-06-30T15:35:09.541Z
ico;obchMeno;pravnaForma;mesto;ulica;supisneCislo;orientacneCislo;psc;stat;iban;kodBanky;nazovBanky
52446565;Školská Športová Akadémia - School Sports Academy;Občianske združenie;Bratislava - mestská časť Ružinov;Na piesku;17360;6A;82105;SK;SK1409000000005163842766;0900;Slovenská sporiteľňa, a.s.
37955136;Občianske združenie EDUKA pri Gymnáziu, Mládežnícka 51, Banská Bystrica;Občianske združenie;Banská Bystrica;Gymnázium, Mládežnícka;;51;97401;SK;SK5875000000004007999329;7500;Československá obchodná banka, a.s.
31956301;FK POKROK SEZ Krompachy;Občianske združenie;Krompachy;Ulica SNP;;;05342;SK;SK6602000000004661330558;0200;Všeobecná úverová banka, a.s.
55914748;Ľudomil;Občianske združenie;Bratislava - mestská časť Nové Mesto;Račianska;1579;88B;83102;SK;SK6883300000002803355226;8330;Fio banka a.s
54539862;FBC Bratislava Giants;Občianske združenie;Bratislava - mestská časť Rusovce;Keltská;604;10B;85110;SK;SK4611110000001711816000;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42286905;Ženské kruhy;Občianske združenie;Partizánske;Rudolfa Jašíka;159;10;95801;SK;SK9483300000002200803659;8330;Fio banka a.s
37995600;Rodičovské združenie pri Základnej škole s Materskou školou v Horných Salibách;Občianske združenie;Horné Saliby;Hlavná;;299;92503;SK;SK9209000000000202392727;0900;Slovenská sporiteľňa, a.s.
42050332;"""""MEDUŠKA"""" PRI MŠ ČÁPOR";Občianske združenie;Cabaj-Čápor;Farská ulica;1274;2;95117;SK;SK9465000000000020290674;6500;365.bank
51285151;T-klub futbal;Občianske združenie;Martin;Hodžova;3829;2;03601;SK;SK8183300000002301410838;8330;Fio banka a.s
56547439;Bojovníčka Škarupinka;Občianske združenie;Bratislava - mestská časť Podunajské Biskupice;Ipeľská;5143;13;82107;SK;SK2783300000002303351907;8330;Fio banka a.s
001774741802;Dobrovoľný hasičský zbor Horný Lieskov;Občianske združenie;Horný Lieskov;Horný Lieskov 92;;;018 21;SK;SK5209000000005051651009;0900;Slovenská sporiteľňa, a.s.
53394461;Divadlo na peróne;Občianske združenie;Košice - mestská časť Juh;Paulínyho;720;43;04011;SK;SK7783300000002701899660;8330;Fio banka a.s
42118000;VONETA;Občianske združenie;Zlaté Moravce;Kalinčiakova;2053;14;95301;SK;SK2411000000002626102315;1100;Tatra banka, a.s.
36148016;Tenisový klub Liptovské Sliače;Občianske združenie;Liptovské Sliače;Dielnice;866;3;03484;SK;SK8502000000001672451853;0200;Všeobecná úverová banka, a.s.
56212933;Mestské divadlo Banská Bystrica o.z.;Občianske združenie;Banská Bystrica;Slnečná;3802;11;97404;SK;SK9209000000005218487379;0900;Slovenská sporiteľňa, a.s.
54328438;Nad vodou;Občianske združenie;Bratislava - mestská časť Nové Mesto;Tomášikova;13912;41;83104;SK;SK7183300000002402393838;8330;Fio banka a.s
42111510;Maják nádeje;Občianske združenie;Košice - mestská časť Staré Mesto;Kováčska;292;48;04001;SK;SK7202000000002769833457;0200;Všeobecná úverová banka, a.s.
55578632;Sliačanská sedmička;Občianske združenie;Liptovské Sliače;Námestie J. Kútnika-Šmálova;1872;4A;03484;SK;SK5765000000003652245074;6500;365.bank
42164541;Klub vojenskej histórie Tyrnau;Občianske združenie;Trnava;Vladimíra Clementisa;;59;91701;SK;SK8975000000004013022207;7500;Československá obchodná banka, a.s.
42191751;Kremnický banícky spolok;Občianske združenie;Kremnica;Štefánikovo nám.;3;5;96701;SK;SK4909000000005163835443;0900;Slovenská sporiteľňa, a.s.
35677899;MVK Brezno;Občianske združenie;Brezno;MPČĽ;2166;9;97703;SK;SK8511000000002947031052;1100;Tatra banka, a.s.
37900005;KUKUČÍNKA;Občianske združenie;Dolný Kubín;ZŠ M.Kukučína, SNP;1199;36;02601;SK;SK0775000000004029943684;7500;Československá obchodná banka, a.s.
42071364;AIKIDO-MT;Občianske združenie;Martin;D.Makovického;32;75;03601;SK;SK3183300000002401920325;8330;Fio banka a.s
54558247;SKALITO, o.z.;Občianske združenie;Šaľa;Narcisová;1946;1;92705;SK;SK8111110000001816147018;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
52374211;Elite Trail & Obstacles Sportteam Slovakia, o. z.;Občianske združenie;Jablonov nad Turňou;;289;;04943;SK;SK0583300000002801691840;8330;Fio banka a.s
53505948;PRO GOALIE ACADEMY;Občianske združenie;Malý Lapáš;Kollárova ulica;370;15;95104;SK;SK5883300000002501970004;8330;Fio banka a.s
42097452;Centrum pre bioetickú reformu;Občianske združenie;Husák;;104;;07251;SK;SK2083300000002000613869;8330;Fio banka a.s
42133106;Občianske združenie na podporu Národného registra darcov kostnej drene;Občianske združenie;Bratislava - mestská časť Petržalka;Antolská;;11;85107;SK;SK1011000000002622766640;1100;Tatra banka, a.s.
42315735;DELTA Banská Bystrica, o. z.;Občianske združenie;Banská Bystrica;Limbová;6469;27;97409;SK;SK0411000000002922915206;1100;Tatra banka, a.s.
37870122;Rodičovské združenie pri Základnej škole Mirka Nešpora č.2 v Prešove;Občianske združenie;Prešov;ZŠ, Mirka Nešpora;;2;08001;SK;SK2009000000000503506273;0900;Slovenská sporiteľňa, a.s.
36077127;Dom sociálnych služieb - MOST, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Bratislava - mestská časť Petržalka;Osuského;1643;8;851 03;SK;SK5111000000002667520150;1100;Tatra banka, a.s.
356263560209;Združenie maďarských rodičov na Slovensku Základná škola Františka Rákócziho II. s vyučovacím jazykom maďarským - II. Rákóczi Ferenc Alapiskola, V. Palkovicha 3, Kolárovo Szlovákiai Magyar Szülők Szövetsége;Občianske združenie;Kolárovo;V. Palkovicha;;3;94603;SK;SK5075000000004030352347;7500;Československá obchodná banka, a.s.
53096461;Societa Košúty;Občianske združenie;Košúty;;10;;92509;SK;SK4283300000002301864821;8330;Fio banka a.s
36096482;Fond pre rozvoj športovej zdatnosti a zdravia žiakov-ĎATELINKA, n.f.;Neinvestičný fond;Tvrdošovce;Nová cesta;589;9;94110;SK;SK2002000000001609948357;0200;Všeobecná úverová banka, a.s.
36108057;Slovenský rybársky zväz - Mestská organizácia;Občianske združenie;Šurany;J. Kráľa;;56;94201;SK;SK0209000000000034740808;0900;Slovenská sporiteľňa, a.s.
31305229;Športový klub Harichovce;Občianske združenie;Harichovce;Levočská;150;13;05301;SK;SK7102000000000033430592;0200;Všeobecná úverová banka, a.s.
56573464;Športový klub pri Ústave na výkon väzby a Ústave na výkon odňatia slobody Prešov;Občianske združenie;Prešov;Kpt. Nálepku;2852;1;08001;SK;SK5783300000002803128832;8330;Fio banka a.s
42279356;MŔTVA KOSŤ;Občianske združenie;Púchov;Okružná;1422;12;02001;SK;SK5083300000002001220549;8330;Fio banka a.s
50279947;Dobrý vietor;Občianske združenie;Bratislava - mestská časť Devínska Nová Ves;Štefana Králika;6175;20;84108;SK;SK2075000000004030071975;7500;Československá obchodná banka, a.s.
54829364;Zdravotná služba Paramed Rescue, o. z.;Občianske združenie;Poprad;Ul. mládeže;2351;4;05801;SK;SK9383300000002502326819;8330;Fio banka a.s
52779459;LH Kamarádzi;Občianske združenie;Kúty;Hlboká cesta;1384;29;90801;SK;SK0783300000002601885384;8330;Fio banka a.s
35566540;Via Cassa;Občianske združenie;Košice - mestská časť Staré Mesto;Čsl.armády;;7;04001;SK;SK2202000000002175997059;0200;Všeobecná úverová banka, a.s.
42308861;Rodičovské združenie pri Základnej škole s Materskou školou v Pliešovciach;Občianske združenie;Pliešovce;Školská;27;14;96263;SK;SK4275000000004020451798;7500;Československá obchodná banka, a.s.
37967797;Kolkársky klub Slávia Nitra, združenie;Občianske združenie;Nitra;Čajkovského;428;12;94911;SK;SK9683300000002900640387;8330;Fio banka a.s
42319111;TALITHA KUMI, občianske združenie;Občianske združenie;Kremnické Bane;;167;;96701;SK;SK5602000000003597214354;0200;Všeobecná úverová banka, a.s.
36068594;Šachový oddiel Tatran Bratislava;Občianske združenie;Bratislava - mestská časť Dúbravka;Bazovského;2599;21;84101;SK;SK3502000000004309155156;0200;Všeobecná úverová banka, a.s.
37806378;"""""Spoločnosť pri Považskej lesnej železnici""""";Občianske združenie;Liptovský Hrádok;Fraňa Kráľa;;494;03301;SK;SK3709000000000331807722;0900;Slovenská sporiteľňa, a.s.
35576910;Nádej pre autistov;Občianske združenie;Košice - mestská časť Západ;Michalovská;;31;04011;SK;SK5611000000002625166077;1100;Tatra banka, a.s.
42072051;Klub zberateľov pivovarských suvenírov Porter club Martin;Občianske združenie;Martin;II. kolónia;2237;24;03861;SK;SK7175000000004012361864;7500;Československá obchodná banka, a.s.
55722717;ProParkinson SK;Občianske združenie;Partizánske;Jilemnického;2134;61;95803;SK;SK8375000000004034557091;7500;Československá obchodná banka, a.s.
51267004;Múzeum krojovaných bábik;Občianske združenie;Kysucký Lieskovec;;663;;02334;SK;SK2283300000002701873102;8330;Fio banka a.s
55847307;Leňochody, o.z.;Občianske združenie;Košice - mestská časť Košická Nová Ves;Mliečna;234;11;04014;SK;SK3575000000004034563387;7500;Československá obchodná banka, a.s.
54254850;Nadácia AXIS;Nadácia;Bratislava - mestská časť Ružinov;Trnavská cesta;177;82;821 02;SK;SK9702000000004803914859;0200;Všeobecná úverová banka, a.s.
55721401;Dvaja bojovníci;Občianske združenie;Čierny Brod;;382;;92508;SK;SK7375000000004034556398;7500;Československá obchodná banka, a.s.
00696251;Športové združenie TJ Metropol Košice;Občianske združenie;Košice - mestská časť Juh;Štúrova;16;32;04001;SK;SK5211000000002627111678;1100;Tatra banka, a.s.
51231182;Moštenskí pajtáši;Občianske združenie;Považská Bystrica;Horný Moštenec;;79;01701;SK;SK3109000000005142366078;0900;Slovenská sporiteľňa, a.s.
42116694;OBLÁČIK NÁDEJE;Občianske združenie;Topoľčany;Janka Kráľa;4869;10;95501;SK;SK5356000000009124732001;5600;Prima banka Slovensko, a.s.
53335082;"""""Znepokojené matky""""";Občianske združenie;Bratislava - mestská časť Staré Mesto;Povraznícka;3052;14;81105;SK;SK1583300000002401973478;8330;Fio banka a.s
42309620;Občianske združenie pre Katolícku materskú školu Svätej Rodiny v Revúcej;Občianske združenie;Revúca;Ormisova;585;15;05001;SK;SK2302000000003374030558;0200;Všeobecná úverová banka, a.s.
54099153;My Sport Academy;Občianske združenie;Rovinka;Družstevná;1412;7A;90041;SK;SK4183300000002102076849;8330;Fio banka a.s
42130883;Stolnotenisový klub Educo Bratislava;Občianske združenie;Bratislava - mestská časť Nové Mesto;Račianska;13917;26C;83102;SK;SK9383300000002400175343;8330;Fio banka a.s
42358451;VENANT;Občianske združenie;Bratislava - mestská časť Ružinov;Ružová dolina;16648;8;82109;SK;SK5283300000002200695969;8330;Fio banka a.s
54802415;Centrum pre rodinu - Malé Rodinkovo;Občianske združenie;Malinovo;Višňová;726;16;90045;SK;SK4483300000002202341136;8330;Fio banka a.s
42072824;Občianske združenie SUGAR STARS;Občianske združenie;Kysucké Nové Mesto;Sládkovičova;1232;20;02401;SK;SK9409000000005022419497;0900;Slovenská sporiteľňa, a.s.
53915054;Ohrozená rodina;Občianske združenie;Chorvátsky Grob;Sokolia;4753;8A;90025;SK;SK5509000000005213691880;0900;Slovenská sporiteľňa, a.s.
30809436;RRC Hydrorock;Občianske združenie;Bratislava - mestská časť Podunajské Biskupice;Podunajská;12484;29;82106;SK;SK6402000000001152195059;0200;Všeobecná úverová banka, a.s.
31303005;Krasokorčuliarsky klub Kraso Prešov;Občianske združenie;Prešov;Prostějovská;6971;109;08001;SK;SK0209000000000096291964;0900;Slovenská sporiteľňa, a.s.
42413168;Harmónia - pre deti;Občianske združenie;Pezinok;Nová;4642;9;90203;SK;SK1102000000003428865359;0200;Všeobecná úverová banka, a.s.
42092175;NAŠE CENTRUM SCLEROSIS MULTIPLEX, n. o.,;Nezisková organizácia poskytujúca všeobecne prospešné služby;Prešov;Pod Kalváriou;4226;65;08001;SK;SK2909000000000504664097;0900;Slovenská sporiteľňa, a.s.
37846124;Združenie športových klubov mesta Vrbové;Občianske združenie;Vrbové;MsÚ, Ul.gen.M.R.Štefánika;15;4;92203;SK;SK1602000000001751486755;0200;Všeobecná úverová banka, a.s.
30867312;MILÚŠIK;Občianske združenie;Bratislava - mestská časť Karlova Ves;Ladislava Sáru;426;3;84105;SK;SK5765000000000020280185;6500;365.bank
55148280;Trailpark Žehra, o.z.;Občianske združenie;Žehra;;45;;05361;SK;SK5509000000005202010752;0900;Slovenská sporiteľňa, a.s.
52404307;občianske združenie Čierny Váh;Občianske združenie;Východná;;3022;;03232;SK;SK1483300000002001663905;8330;Fio banka a.s
31305610;Telovýchovná jednota Baník Hôrka;Občianske združenie;Hôrka;;141;;05912;SK;SK7809000000000093281365;0900;Slovenská sporiteľňa, a.s.
56563213;Šport 48;Občianske združenie;Bratislava - mestská časť Podunajské Biskupice;Podunajská;12542;23F;82106;SK;SK5175000000004035186130;7500;Československá obchodná banka, a.s.
42125057;VRABEC, o.z.;Občianske združenie;Machulince;Hlavná;115;6;95193;SK;SK9375000000004022571785;7500;Československá obchodná banka, a.s.
37946854;JUNIOR ŠPORT KLUB - plus;Občianske združenie;Humenné;Kukorelliho;1505;50;06601;SK;SK8409000000000462687812;0900;Slovenská sporiteľňa, a.s.
30779553;ČESMAD Slovakia;Občianske združenie;Bratislava - mestská časť Ružinov;Galvaniho;16615;15C;82104;SK;SK4611000000002946138675;1100;Tatra banka, a.s.
51245981;SPLNENÉ PRIANIA;Občianske združenie;Trnava;Dúhová ulica;8739;9;91701;SK;SK2183300000002101521787;8330;Fio banka a.s
42052092;SINA Nitra, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Nitra;Nedbalova;540;17;94911;SK;SK0809000000000233195910;0900;Slovenská sporiteľňa, a.s.
42393531;OZ MAKULIENKA;Občianske združenie;Detva;Obrancov mieru;876;5;96212;SK;SK2756000000008266317001;5600;Prima banka Slovensko, a.s.
53490584;Pro Nature;Občianske združenie;Košice - mestská časť Staré Mesto;Továrenská;3436;8;04001;SK;SK4383300000002202076344;8330;Fio banka a.s
37889338;ZŠK - Kynologický klub Pliešovce;Občianske združenie;Pliešovce;Tajovského;362;9;96263;SK;SK4583300000002802080769;8330;Fio banka a.s
55888127;RODIČIA A PRIATELIA STREDNEJ ODBORNEJ ŠKOLY - potravinárskej;Občianske združenie;Topoľčany;Krušovská;2091;73;95501;SK;SK6209000000005241913807;0900;Slovenská sporiteľňa, a.s.
55623379;Divadelný ochotnícky súbor Garaľe;Občianske združenie;Starý Tekov;Hradná;274;30;93526;SK;SK2811000000002944184643;1100;Tatra banka, a.s.
31940366;NOVÝ DOMOV n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Prievidza;Ulica K. Kuzmányho;700;35;97101;SK;SK5702000000000036336382;0200;Všeobecná úverová banka, a.s.
56580754;"Občianske združenie „Fitko""""";Občianske združenie;Svidník;Gen. Svobodu;744;33;08901;SK;SK9609000000005241447789;0900;Slovenská sporiteľňa, a.s.
37983687;Národný endokrinologický a diabetologický ústav n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Ľubochňa;Kollárová;282;3;03491;SK;SK3475000000004011809727;7500;Československá obchodná banka, a.s.
42361371;Pre šport - Pre basketbal o.z.;Občianske združenie;Bratislava - mestská časť Ružinov;Tekovská;3;;82109;SK;SK8875000000004020265506;7500;Československá obchodná banka, a.s.
45021333;IBLO;Občianske združenie;Banská Bystrica;Horná;;65A;97401;SK;SK8411110000001034675000;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42160707;Občianske združenie pri Materskej škole Dolné Zelenice 55;Občianske združenie;Dolné Zelenice;MŠ, Dolné Zelenice;55;;92052;SK;SK3475000000004034813374;7500;Československá obchodná banka, a.s.
53857411;OZ-Pomoc psíkom na východnom Slovensku;Občianske združenie;Veľké Kapušany;Jána Erdélyiho;595;41;07901;SK;SK3683300000002702203135;8330;Fio banka a.s
173196170709;SRRZ - RZ pri Materskej škole;Občianske združenie;Nitra;Štiavnická 1;;;949 01;SK;SK1609000000000232920965;0900;Slovenská sporiteľňa, a.s.
42225205;Kynologický klub Lisková;Občianske združenie;Lisková;Tatranská;377;;03481;SK;SK7856000000008359484001;5600;Prima banka Slovensko, a.s.
56261187;FBK ZÁHORSKÁ BYSTRICA;Občianske združenie;Bratislava - mestská časť Petržalka;Kopčianska;3756;10;85101;SK;SK5711000000002948173052;1100;Tatra banka, a.s.
42296919;NOŽIČKY;Občianske združenie;Galanta;Štvrť SNP;968;41;92401;SK;SK1831000000004210322006;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
54258995;Enviromentálni cyklisti;Občianske združenie;Lučenec;Rúbanisko I;2185;20;98403;SK;SK6383300000002302431796;8330;Fio banka a.s
51767481;LaVieNa n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Košice - mestská časť Dargovských hrdinov;Jaltská;771;7;04022;SK;SK4383300000002301452165;8330;Fio banka a.s
55030076;GrandParty;Občianske združenie;Nitra;Braneckého;1505;1;94901;SK;SK9383300000002703384345;8330;Fio banka a.s
008970193157;ZO JDS v Spišskom Štvrtku;Občianske združenie;Spišský Štvrtok;Tatranská;;4;05314;SK;SK1075000000004030400791;7500;Československá obchodná banka, a.s.
53376421;Centrum Amadeus n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Bratislava - mestská časť Jarovce;Bažantnicová;635;5;85110;SK;SK5011000000002941093148;1100;Tatra banka, a.s.
31773184;Klub chovateľov alpského jazvečíkovitého duriča pri Slovenskom poľovníckom zväze;Občianske združenie;Bratislava - mestská časť Staré Mesto;Štefánikova;867;10;81105;SK;SK6209000000000323397372;0900;Slovenská sporiteľňa, a.s.
31823661;KAJAK CANOE KLUB Šamorín;Občianske združenie;Šamorín;Veterná;494;18;93101;SK;SK0809000000000021878306;0900;Slovenská sporiteľňa, a.s.
53163966;Občianske združenie RCSK;Občianske združenie;Bratislava - mestská časť Karlova Ves;Ľudovíta Fullu;3094;20;84105;SK;SK8183300000002502007711;8330;Fio banka a.s
30793726;"Občianske združenie """"Deti Dunaja""""";Občianske združenie;Bratislava - mestská časť Karlova Ves;Púpavová;;30;84104;SK;SK4811000000002928846352;1100;Tatra banka, a.s.
55723268;Ranč MarLenka;Občianske združenie;Trnava;Ulica Halenárska;7478;40A;91701;SK;SK1375000000004034555635;7500;Československá obchodná banka, a.s.
51241633;Nádej pre Tomáška;Občianske združenie;Biskupová;;102;;95607;SK;SK8409000000005144906330;0900;Slovenská sporiteľňa, a.s.
42287154;P´art of Heart;Občianske združenie;Senica;S.Jurkoviča;1205;32;90501;SK;SK0811000000002928868703;1100;Tatra banka, a.s.
42311730;TJ MLADOSŤ - JUDO;Občianske združenie;Rimavská Sobota;Športová;2045;1A;97901;SK;SK6309000000005175049458;0900;Slovenská sporiteľňa, a.s.
55848541;Mladá Brvništská Generácia;Občianske združenie;Brvnište;;408;;01812;SK;SK2883300000002703341089;8330;Fio banka a.s
54351014;LGMD - pletencová dystrofia;Občianske združenie;Žilina;Suvorovova;2796;12;01001;SK;SK5011110000001734104006;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
50041321;Rodičovské združenie pri Základnej škole Andreja Kmeťa v Leviciach;Občianske združenie;Levice;M.R.Štefánika;;34;93401;SK;SK1609000000005082119357;0900;Slovenská sporiteľňa, a.s.
34014543;Občianske združenie Csokonai;Občianske združenie;Moča;;417;;94637;SK;SK8465000000000020124596;6500;365.bank
53387899;Chance for a new life, občianske združenie;Občianske združenie;Bratislava - mestská časť Nové Mesto;Stará Vajnorská;1368;15;83104;SK;SK6983300000002402406678;8330;Fio banka a.s
53787323;Medzinárodná organizácia spoločenských zvierat MADA, o. z.;Občianske združenie;Rastislavice;;60;;94108;SK;SK4109000000005184336731;0900;Slovenská sporiteľňa, a.s.
54347360;Svet PAS;Občianske združenie;Hviezdoslavov;Veterná ulica;513;17;93041;SK;SK2309000000005195610492;0900;Slovenská sporiteľňa, a.s.
53695534;Basketbal Bronx Levice;Občianske združenie;Levice;Hlboká ul.;3072;11;93401;SK;SK6109000000005184483811;0900;Slovenská sporiteľňa, a.s.
54355613;Pomáhame k radosti 5;Občianske združenie;Raslavice;Hlboká;392;2;08641;SK;SK7811110000001733586007;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
37827227;Laura, združenie mladých - stredisko Banská Bystrica;Občianske združenie;Banská Bystrica;Tatranská;6990;38A;97411;SK;SK3031000000004280032004;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
173196171331;SRRZ - RZ pri Základnej škole s Materskou školou;Občianske združenie;Čeľadince;;125;;95616;SK;SK5509000000005022607797;0900;Slovenská sporiteľňa, a.s.
51241668;GRANDIOSO;Občianske združenie;Číčov;Kpt.Nálepku;411;1;94619;SK;SK4583300000002701517474;8330;Fio banka a.s
37837371;Diamant;Občianske združenie;Trnava;Seredská;;93;91705;SK;SK3409000000000281456337;0900;Slovenská sporiteľňa, a.s.
42385318;OZ LIANKOVO;Občianske združenie;Levoča;Jozefa Czauczika;1491;2;05401;SK;SK2902000000003601297958;0200;Všeobecná úverová banka, a.s.
31807216;EUROIURIS - európske právne centrum;Občianske združenie;Bratislava - mestská časť Staré Mesto;Na vŕšku;;6;81101;SK;SK9483300000002400576905;8330;Fio banka a.s
50269291;Občianske združenie KaKaDu - KaKaDu polgári társulás;Občianske združenie;Mostová;;425;;92507;SK;SK7275000000004029955415;7500;Československá obchodná banka, a.s.
54840139;Združenie yoga a vesmír;Občianske združenie;Nitra;Misionárska;725;9;94901;SK;SK9383300000002302695484;8330;Fio banka a.s
42159687;NFG;Občianske združenie;Dunajská Streda;Rybný trh;330;6;92901;SK;SK2511110000001081170005;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42291160;Občianske združenie VODERADSKÉ ŽABKY;Občianske združenie;Voderady;MŠ,;47;;91942;SK;SK6956000000001144943002;5600;Prima banka Slovensko, a.s.
52863981;Asociácia rozhodcov Bratislavského futbalového zväzu;Občianske združenie;Bratislava - mestská časť Ružinov;Súmračná;3264;27;82102;SK;SK6575000000004027837837;7500;Československá obchodná banka, a.s.
42077605;Športový klub www.skialpinizmus.sk;Občianske združenie;Vysoké Tatry;Dolný Smokovec;16239;;05981;SK;SK1883300000002000475195;8330;Fio banka a.s
55847978;Bez limitov, o.z.;Občianske združenie;Hronsek;Hronsecká cesta;168;36;97631;SK;SK1375000000004034563395;7500;Československá obchodná banka, a.s.
54385768;Cassovia Trail Runners;Občianske združenie;Košice - mestská časť Dargovských hrdinov;Ovručská;697;9;04022;SK;SK9183300000002202188485;8330;Fio banka a.s
42448182;AneMa;Občianske združenie;Závod;Kozia ulica;;581;90872;SK;SK5011000000002940008300;1100;Tatra banka, a.s.
56128053;Kolibríky;Občianske združenie;Bratislava - mestská časť Ružinov;Stropkovská;103;21;82103;SK;SK8683300000002302893878;8330;Fio banka a.s
53819578;Bójka;Občianske združenie;Ráztočno;Morovnianská;399;35;97231;SK;SK6883300000002902085997;8330;Fio banka a.s
52910172;Billiard club 8;Občianske združenie;Banská Bystrica;Nám. Ľ. Štúra;5953;26;97405;SK;SK7111000000002948085597;1100;Tatra banka, a.s.
173196171084;SRRZ - RZ pri Materskej škole;Občianske združenie;Hronské Kľačany;;319;;93529;SK;SK1509000000005025853846;0900;Slovenská sporiteľňa, a.s.
56179545;Olivka;Občianske združenie;Nemšová;Šidlíkové;2160;42;91441;SK;SK3209000000005221244132;0900;Slovenská sporiteľňa, a.s.
42237670;Horolezecký klub SLAŇÁK;Občianske združenie;Vranov nad Topľou;Komenského;639;6;09302;SK;SK2602000000003127267451;0200;Všeobecná úverová banka, a.s.
173196170392;SRRZ - RZ pri Základnej škole Albína Brunovského;Občianske združenie;Zohor;Obchodná ulica;426;7;90051;SK;SK0409000000000182474003;0900;Slovenská sporiteľňa, a.s.
42069530;Slniečko v nás;Občianske združenie;Oščadnica;;1464;;02301;SK;SK1175000000004009268159;7500;Československá obchodná banka, a.s.
31807119;Združenie detská radosť;Občianske združenie;Bratislava - mestská časť Nové Mesto;Hrdličkova;3416;19A;83101;SK;SK4983300000002302397807;8330;Fio banka a.s
45017433;ZA ROZVOJ TAJOVA o.z.;Občianske združenie;Tajov;;220;;97634;SK;SK7611110000001341248009;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
55307761;pre Lilianku;Občianske združenie;Chrenovec-Brusno;;374;;97232;SK;SK7883300000002503380606;8330;Fio banka a.s
37784404;Domka - Združenie saleziánskej mládeže, stredisko Prešov ;Občianske združenie;Prešov;Jána Bottu;12677;9;08001;SK;SK3002000000001215789453;0200;Všeobecná úverová banka, a.s.
37953281;Z.L.O.M. Zacharovce lepšie oproti minulosti;Občianske združenie;Zacharovce;;79;;97901;SK;SK7309000000005131044452;0900;Slovenská sporiteľňa, a.s.
51271656;hraj volejbal.sk;Občianske združenie;Sučany;Dukelských hrdinov;989;10;03852;SK;SK7409000000005148227984;0900;Slovenská sporiteľňa, a.s.
53139712;Arkona SK;Občianske združenie;Slovenská Ľupča;Námestie SNP;6;23;97613;SK;SK5283300000002801913706;8330;Fio banka a.s
42193257;Rodičovské združenie pri ZŠ s MŠ Cinobaňa;Občianske združenie;Cinobaňa;Banská;116;47;98522;SK;SK1683300000002403047929;8330;Fio banka a.s
55657524;BABYSUN;Občianske združenie;Bratislava - mestská časť Vajnory;Roľnícka;9321;187;83107;SK;SK7475000000004034441435;7500;Československá obchodná banka, a.s.
42428076;Občianske združenie SOŠ Šahy - SZKI Ipolyság Polgári Társulás;Občianske združenie;Šahy;SNP;304;41;93601;SK;SK7209000000005078308868;0900;Slovenská sporiteľňa, a.s.
42208220;OZ VETERAN CAR CLUB. APPONY - OPONICE;Občianske združenie;Oponice;;74;;95614;SK;SK8702000000002971523153;0200;Všeobecná úverová banka, a.s.
42350051;PAMPELIŠKA;Občianske združenie;Važec;Na pastierskych;;110;03261;SK;SK5883300000002103188551;8330;Fio banka a.s
30853311;Rozum a zdravie;Občianske združenie;Bratislava - mestská časť Ružinov;Klincová;;35;82108;SK;SK8775000000004030019456;7500;Československá obchodná banka, a.s.
51659310;Klub vojenskej histórie a strelecký klub VDV Dinka;Občianske združenie;Nová Dedinka;Poľovnícka;900;14;90029;SK;SK5756000000007893722001;5600;Prima banka Slovensko, a.s.
51581337;KARATE KLUB Willo Bratislava;Občianske združenie;Bratislava - mestská časť Podunajské Biskupice;Šikmá;9690;1;82106;SK;SK2909000000005144929145;0900;Slovenská sporiteľňa, a.s.
17146071;Klub vodných turistov Vagónky Poprad;Občianske združenie;Poprad;Nám. sv. Egídia;;95;05800;SK;SK1202000000000027530562;0200;Všeobecná úverová banka, a.s.
55039171;Spoločnosť pre inovatívnu medicínu;Občianske združenie;Bratislava - mestská časť Dúbravka;Nejedlého;3394;69;84102;SK;SK5811000000002947172867;1100;Tatra banka, a.s.
55173985;BK Rovinka;Občianske združenie;Rovinka;Riečna;1824;23A;90041;SK;SK9611000000002943156480;1100;Tatra banka, a.s.
45005303;Cesta víťazov;Občianske združenie;Bratislava - mestská časť Rača;Karpatské námestie;7770;10A;831 06;SK;SK4483300000002201329717;8330;Fio banka a.s
00586455;Slovenský horolezecký spolok JAMES;Občianske združenie;Bratislava - mestská časť Nové Mesto;Olympijské námestie;14290;1;83104;SK;SK9431000000004000969709;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
